2026-03-12 15:18:13 | INFO | P2 | === RUN START ===
2026-03-13 15:33:21 | INFO | P2 | ========================
2026-03-13 15:33:21 | INFO | P2 | ROOT_DIR = src\cintel
2026-03-13 15:33:21 | INFO | P2 | DATA_FILE = src\cintel\data\clinic_data_bethspornitz.csv
2026-03-13 15:33:21 | INFO | P2 | OUTPUT_FILE = src\cintel\artifacts\anomalies_bethspornitz.csv
2026-03-13 15:33:21 | INFO | P2 | ARTIFACTS_DIR = src\cintel\artifacts
2026-03-13 15:36:02 | INFO | P2 | === RUN START ===
2026-03-13 15:36:02 | INFO | P2 | project=CINTEL
2026-03-13 15:36:02 | INFO | P2 | repo_dir=cintel-02-static-anomalies
2026-03-13 15:36:02 | INFO | P2 | python=3.14.2
2026-03-13 15:36:02 | INFO | P2 | os=Windows 10
2026-03-13 15:36:02 | INFO | P2 | shell=powershell
2026-03-13 15:36:02 | INFO | P2 | cwd=src\cintel
2026-03-13 15:36:02 | INFO | P2 | github_actions=False
2026-03-13 15:36:02 | INFO | P2 | ========================
2026-03-13 15:36:02 | INFO | P2 | START main()
2026-03-13 15:36:02 | INFO | P2 | ========================
2026-03-13 15:36:02 | INFO | P2 | ROOT_DIR = src\cintel
2026-03-13 15:36:02 | INFO | P2 | DATA_FILE = src\cintel\data\clinic_data_bethspornitz.csv
2026-03-13 15:36:02 | INFO | P2 | OUTPUT_FILE = src\cintel\artifacts\anomalies_bethspornitz.csv
2026-03-13 15:36:02 | INFO | P2 | ARTIFACTS_DIR = src\cintel\artifacts
2026-03-13 15:36:16 | INFO | P2 | === RUN START ===
2026-03-13 15:36:16 | INFO | P2 | project=CINTEL
2026-03-13 15:36:16 | INFO | P2 | repo_dir=cintel-02-static-anomalies
2026-03-13 15:36:16 | INFO | P2 | python=3.14.2
2026-03-13 15:36:16 | INFO | P2 | os=Windows 10
2026-03-13 15:36:16 | INFO | P2 | shell=powershell
2026-03-13 15:36:16 | INFO | P2 | cwd=src\cintel
2026-03-13 15:36:16 | INFO | P2 | github_actions=False
2026-03-13 15:36:16 | INFO | P2 | ========================
2026-03-13 15:36:16 | INFO | P2 | START main()
2026-03-13 15:36:16 | INFO | P2 | ========================
2026-03-13 15:36:16 | INFO | P2 | ROOT_DIR = src\cintel
2026-03-13 15:36:16 | INFO | P2 | DATA_FILE = src\cintel\data\clinic_data_bethspornitz.csv
2026-03-13 15:36:16 | INFO | P2 | OUTPUT_FILE = src\cintel\artifacts\anomalies_bethspornitz.csv
2026-03-13 15:36:16 | INFO | P2 | ARTIFACTS_DIR = src\cintel\artifacts
2026-03-13 15:38:12 | INFO | P2 | === RUN START ===
2026-03-13 15:38:12 | INFO | P2 | project=CINTEL
2026-03-13 15:38:12 | INFO | P2 | repo_dir=cintel-02-static-anomalies
2026-03-13 15:38:12 | INFO | P2 | python=3.14.2
2026-03-13 15:38:12 | INFO | P2 | os=Windows 10
2026-03-13 15:38:12 | INFO | P2 | shell=powershell
2026-03-13 15:38:12 | INFO | P2 | cwd=.
2026-03-13 15:38:12 | INFO | P2 | github_actions=False
2026-03-13 15:38:12 | INFO | P2 | ========================
2026-03-13 15:38:12 | INFO | P2 | START main()
2026-03-13 15:38:12 | INFO | P2 | ========================
2026-03-13 15:38:12 | INFO | P2 | ROOT_DIR = .
2026-03-13 15:38:12 | INFO | P2 | DATA_FILE = data\clinic_data_bethspornitz.csv
2026-03-13 15:38:12 | INFO | P2 | OUTPUT_FILE = artifacts\anomalies_bethspornitz.csv
2026-03-13 15:38:12 | INFO | P2 | ARTIFACTS_DIR = artifacts
2026-03-13 15:39:58 | INFO | P2 | === RUN START ===
2026-03-13 15:39:58 | INFO | P2 | project=CINTEL
2026-03-13 15:39:58 | INFO | P2 | repo_dir=cintel-02-static-anomalies
2026-03-13 15:39:58 | INFO | P2 | python=3.14.2
2026-03-13 15:39:58 | INFO | P2 | os=Windows 10
2026-03-13 15:39:58 | INFO | P2 | shell=powershell
2026-03-13 15:39:58 | INFO | P2 | cwd=.
2026-03-13 15:39:58 | INFO | P2 | github_actions=False
2026-03-13 15:39:58 | INFO | P2 | ========================
2026-03-13 15:39:58 | INFO | P2 | START main()
2026-03-13 15:39:58 | INFO | P2 | ========================
2026-03-13 15:39:58 | INFO | P2 | ROOT_DIR = .
2026-03-13 15:39:58 | INFO | P2 | DATA_FILE = data\clinic_data_bethspornitz.csv
2026-03-13 15:39:58 | INFO | P2 | OUTPUT_FILE = artifacts\anomalies_bethspornitz.csv
2026-03-13 15:39:58 | INFO | P2 | ARTIFACTS_DIR = artifacts
2026-03-13 15:39:58 | INFO | P2 | Loaded 24 patient records
2026-03-13 15:39:58 | INFO | P2 | Studying children's ages and heights to find anomalies...
2026-03-13 15:39:58 | INFO | P2 | MAX_REASONABLE_X_VALUE: 16.0 in years
2026-03-13 15:39:58 | INFO | P2 | MAX_REASONABLE_Y_VALUE: 72.0 in inches
2026-03-13 15:39:58 | INFO | P2 | Count of anomalies found: 24
2026-03-13 15:39:58 | INFO | P2 | Wrote anomalies file: C:\Repos\cintel-02-static-anomalies\artifacts\anomalies_bethspornitz.csv
2026-03-13 15:39:58 | INFO | P2 | ========================
2026-03-13 15:39:58 | INFO | P2 | Pipeline executed successfully!
2026-03-13 15:39:58 | INFO | P2 | ========================
2026-03-13 15:39:58 | INFO | P2 | END main()
2026-03-16 13:09:23 | INFO | P2 | === RUN START ===
2026-03-16 13:09:23 | INFO | P2 | project=CINTEL
2026-03-16 13:09:23 | INFO | P2 | repo_dir=cintel-02-static-anomalies
2026-03-16 13:09:23 | INFO | P2 | python=3.14.2
2026-03-16 13:09:23 | INFO | P2 | os=Windows 10
2026-03-16 13:09:23 | INFO | P2 | shell=powershell
2026-03-16 13:09:23 | INFO | P2 | cwd=.
2026-03-16 13:09:23 | INFO | P2 | github_actions=False
2026-03-16 13:09:23 | INFO | P2 | ========================
2026-03-16 13:09:23 | INFO | P2 | START main()
2026-03-16 13:09:23 | INFO | P2 | ========================
2026-03-16 13:09:23 | INFO | P2 | ROOT_DIR = .
2026-03-16 13:09:23 | INFO | P2 | DATA_FILE = data\clinic_data_bethspornitz.csv
2026-03-16 13:09:23 | INFO | P2 | OUTPUT_FILE = artifacts\anomalies_bethspornitz.csv
2026-03-16 13:09:23 | INFO | P2 | ARTIFACTS_DIR = artifacts
2026-03-16 13:09:23 | INFO | P2 | Loaded 24 patient records
2026-03-16 13:09:23 | INFO | P2 | Studying children's ages and heights to find anomalies...
2026-03-16 13:09:23 | INFO | P2 | MAX_REASONABLE_X_VALUE: 120.0 in years
2026-03-16 13:09:23 | INFO | P2 | MAX_REASONABLE_Y_VALUE: 84.0 in inches
2026-03-16 13:09:23 | INFO | P2 | Count of anomalies found: 0
2026-03-16 13:09:23 | INFO | P2 | Wrote anomalies file: C:\Repos\cintel-02-static-anomalies\artifacts\anomalies_bethspornitz.csv
2026-03-16 13:09:23 | INFO | P2 | ========================
2026-03-16 13:09:23 | INFO | P2 | Pipeline executed successfully!
2026-03-16 13:09:23 | INFO | P2 | ========================
2026-03-16 13:09:23 | INFO | P2 | END main()
2026-03-16 13:26:22 | INFO | P2 | === RUN START ===
2026-03-16 13:26:22 | INFO | P2 | project=CINTEL
2026-03-16 13:26:22 | INFO | P2 | repo_dir=cintel-02-static-anomalies
2026-03-16 13:26:22 | INFO | P2 | python=3.14.2
2026-03-16 13:26:22 | INFO | P2 | os=Windows 10
2026-03-16 13:26:22 | INFO | P2 | shell=powershell
2026-03-16 13:26:22 | INFO | P2 | cwd=.
2026-03-16 13:26:22 | INFO | P2 | github_actions=False
2026-03-16 13:26:22 | INFO | P2 | ========================
2026-03-16 13:26:22 | INFO | P2 | START main()
2026-03-16 13:26:22 | INFO | P2 | ========================
2026-03-16 13:26:22 | INFO | P2 | ROOT_DIR = .
2026-03-16 13:26:22 | INFO | P2 | DATA_FILE = data\clinic_data_bethspornitz.csv
2026-03-16 13:26:22 | INFO | P2 | OUTPUT_FILE = artifacts\anomalies_bethspornitz.csv
2026-03-16 13:26:22 | INFO | P2 | ARTIFACTS_DIR = artifacts
2026-03-16 13:26:22 | INFO | P2 | Loaded 24 patient records
2026-03-16 13:26:22 | INFO | P2 | Studying adult clinic ages and heights to find anomalies...
2026-03-16 13:26:22 | INFO | P2 | MIN_REASONABLE_AGE: 18.0 in years
2026-03-16 13:26:22 | INFO | P2 | MAX_REASONABLE_AGE: 100.0 in years
2026-03-16 13:26:22 | INFO | P2 | MIN_REASONABLE_HEIGHT: 48.0 in inches
2026-03-16 13:26:22 | INFO | P2 | MAX_REASONABLE_HEIGHT: 84.0 in inches
2026-03-16 13:26:22 | INFO | P2 | Count of anomalies found: 2
2026-03-16 13:26:22 | INFO | P2 | Wrote anomalies file: C:\Repos\cintel-02-static-anomalies\artifacts\anomalies_bethspornitz.csv
2026-03-16 13:26:22 | INFO | P2 | ========================
2026-03-16 13:26:22 | INFO | P2 | Pipeline executed successfully!
2026-03-16 13:26:22 | INFO | P2 | ========================
2026-03-16 13:26:22 | INFO | P2 | END main()
2026-03-16 16:28:40 | INFO | P2 | === RUN START ===
2026-03-16 16:28:40 | INFO | P2 | project=CINTEL
2026-03-16 16:28:40 | INFO | P2 | repo_dir=cintel-02-static-anomalies
2026-03-16 16:28:40 | INFO | P2 | python=3.14.2
2026-03-16 16:28:40 | INFO | P2 | os=Windows 10
2026-03-16 16:28:40 | INFO | P2 | shell=powershell
2026-03-16 16:28:40 | INFO | P2 | cwd=.
2026-03-16 16:28:40 | INFO | P2 | github_actions=False
2026-03-16 16:28:40 | INFO | P2 | ========================
2026-03-16 16:28:40 | INFO | P2 | START main()
2026-03-16 16:28:40 | INFO | P2 | ========================
2026-03-16 16:28:40 | INFO | P2 | ROOT_DIR = .
2026-03-16 16:28:40 | INFO | P2 | DATA_FILE = data\transit_ridership.csv
2026-03-16 16:28:40 | INFO | P2 | OUTPUT_FILE = artifacts\transit_anomalies.csv
2026-03-16 16:28:40 | INFO | P2 | ARTIFACTS_DIR = artifacts
2026-03-16 16:28:40 | INFO | P2 | Loaded 35 transit records
2026-03-16 16:28:40 | INFO | P2 | Studying transit ridership data to find anomalies...
2026-03-16 16:28:40 | INFO | P2 | MAX_REASONABLE_RIDES: 7000
2026-03-16 16:28:41 | INFO | P2 | Count of anomalies found: 11
2026-03-16 16:28:41 | INFO | P2 | Wrote anomalies file: C:\Repos\cintel-02-static-anomalies\artifacts\transit_anomalies.csv
2026-03-16 16:28:41 | INFO | P2 | ========================
2026-03-16 16:28:41 | INFO | P2 | Pipeline executed successfully!
2026-03-16 16:28:41 | INFO | P2 | ========================
2026-03-16 16:28:41 | INFO | P2 | END main()
2026-03-16 16:32:36 | INFO | P2 | === RUN START ===
2026-03-16 16:32:36 | INFO | P2 | project=CINTEL
2026-03-16 16:32:36 | INFO | P2 | repo_dir=cintel-02-static-anomalies
2026-03-16 16:32:36 | INFO | P2 | python=3.14.2
2026-03-16 16:32:36 | INFO | P2 | os=Windows 10
2026-03-16 16:32:36 | INFO | P2 | shell=powershell
2026-03-16 16:32:36 | INFO | P2 | cwd=.
2026-03-16 16:32:36 | INFO | P2 | github_actions=False
2026-03-16 16:32:36 | INFO | P2 | ========================
2026-03-16 16:32:36 | INFO | P2 | START main()
2026-03-16 16:32:36 | INFO | P2 | ========================
2026-03-16 16:32:36 | INFO | P2 | ROOT_DIR = .
2026-03-16 16:32:36 | INFO | P2 | DATA_FILE = data\transit_ridership.csv
2026-03-16 16:32:36 | INFO | P2 | OUTPUT_FILE = artifacts\transit_anomalies.csv
2026-03-16 16:32:36 | INFO | P2 | ARTIFACTS_DIR = artifacts
2026-03-16 16:32:36 | INFO | P2 | Loaded 35 transit records
2026-03-16 16:32:36 | INFO | P2 | Studying transit ridership data to find anomalies...
2026-03-16 16:32:36 | INFO | P2 | MAX_REASONABLE_RIDES: 7900
2026-03-16 16:32:36 | INFO | P2 | Count of anomalies found: 2
2026-03-16 16:32:36 | INFO | P2 | Wrote anomalies file: C:\Repos\cintel-02-static-anomalies\artifacts\transit_anomalies.csv
2026-03-16 16:32:36 | INFO | P2 | ========================
2026-03-16 16:32:36 | INFO | P2 | Pipeline executed successfully!
2026-03-16 16:32:36 | INFO | P2 | ========================
2026-03-16 16:32:36 | INFO | P2 | END main()
2026-03-16 20:01:47 | INFO | P2 | === RUN START ===
2026-03-16 20:01:47 | INFO | P2 | project=CINTEL
2026-03-16 20:01:47 | INFO | P2 | repo_dir=cintel-02-static-anomalies
2026-03-16 20:01:47 | INFO | P2 | python=3.14.2
2026-03-16 20:01:47 | INFO | P2 | os=Windows 10
2026-03-16 20:01:47 | INFO | P2 | shell=powershell
2026-03-16 20:01:47 | INFO | P2 | cwd=.
2026-03-16 20:01:47 | INFO | P2 | github_actions=False
2026-03-16 20:01:47 | INFO | P2 | ========================
2026-03-16 20:01:47 | INFO | P2 | START main()
2026-03-16 20:01:47 | INFO | P2 | ========================
2026-03-16 20:01:47 | INFO | P2 | ROOT_DIR = .
2026-03-16 20:01:47 | INFO | P2 | DATA_FILE = data\transit_ridership.csv
2026-03-16 20:01:47 | INFO | P2 | OUTPUT_FILE = artifacts\transit_anomalies.csv
2026-03-16 20:01:47 | INFO | P2 | ARTIFACTS_DIR = artifacts
2026-03-16 20:01:47 | INFO | P2 | Loaded 35 transit records
2026-03-16 20:01:47 | INFO | P2 | Studying transit ridership data to find anomalies...
2026-03-16 20:01:47 | INFO | P2 | MAX_REASONABLE_RIDES: 7900
2026-03-16 20:01:47 | INFO | P2 | Count of anomalies found: 2
2026-03-16 20:01:47 | INFO | P2 | Wrote anomalies file: C:\Repos\cintel-02-static-anomalies\artifacts\transit_anomalies.csv
2026-03-16 20:01:47 | INFO | P2 | ========================
2026-03-16 20:01:47 | INFO | P2 | Pipeline executed successfully!
2026-03-16 20:01:47 | INFO | P2 | ========================
2026-03-16 20:01:47 | INFO | P2 | END main()
2026-03-16 20:03:31 | INFO | P2 | === RUN START ===
2026-03-16 20:03:31 | INFO | P2 | project=CINTEL
2026-03-16 20:03:31 | INFO | P2 | repo_dir=cintel-02-static-anomalies
2026-03-16 20:03:31 | INFO | P2 | python=3.14.2
2026-03-16 20:03:31 | INFO | P2 | os=Windows 10
2026-03-16 20:03:31 | INFO | P2 | shell=powershell
2026-03-16 20:03:31 | INFO | P2 | cwd=.
2026-03-16 20:03:31 | INFO | P2 | github_actions=False
2026-03-16 20:03:31 | INFO | P2 | ========================
2026-03-16 20:03:31 | INFO | P2 | START main()
2026-03-16 20:03:31 | INFO | P2 | ========================
2026-03-16 20:03:31 | INFO | P2 | ROOT_DIR = .
2026-03-16 20:03:31 | INFO | P2 | DATA_FILE = data\clinic_data_bethspornitz.csv
2026-03-16 20:03:31 | INFO | P2 | OUTPUT_FILE = artifacts\anomalies_bethspornitz.csv
2026-03-16 20:03:31 | INFO | P2 | ARTIFACTS_DIR = artifacts
2026-03-16 20:03:31 | INFO | P2 | Loaded 24 patient records
2026-03-16 20:03:31 | INFO | P2 | Studying adult clinic ages and heights to find anomalies...
2026-03-16 20:03:31 | INFO | P2 | MIN_REASONABLE_AGE: 18.0 in years
2026-03-16 20:03:31 | INFO | P2 | MAX_REASONABLE_AGE: 100.0 in years
2026-03-16 20:03:31 | INFO | P2 | MIN_REASONABLE_HEIGHT: 48.0 in inches
2026-03-16 20:03:31 | INFO | P2 | MAX_REASONABLE_HEIGHT: 84.0 in inches
2026-03-16 20:03:31 | INFO | P2 | Count of anomalies found: 2
2026-03-16 20:03:31 | INFO | P2 | Wrote anomalies file: C:\Repos\cintel-02-static-anomalies\artifacts\anomalies_bethspornitz.csv
2026-03-16 20:03:31 | INFO | P2 | ========================
2026-03-16 20:03:31 | INFO | P2 | Pipeline executed successfully!
2026-03-16 20:03:31 | INFO | P2 | ========================
2026-03-16 20:03:31 | INFO | P2 | END main()
